ID,Prediction
1,0.906905102749
2,0.551945214242
3,1.0
4,0.469199658319
5,0.755259889659
6,0.697687706163
7,0.917879519036
8,0.919923317368
9,0.851562592097
10,0.900776169058
11,1.0
12,0.92147754651
13,0.700021006911
14,1.0
15,1.0
16,0.816141334928
17,1.0
18,0.582611425585
19,0.41114447148
20,0.240360051847
21,0.603044025085
22,1.0
23,0.841075540365
24,0.408896894963
25,0.792100400009
26,0.928472221061
27,0.679704921793
28,1.0
29,1.0
30,1.0
31,0.672025020589
32,1.0
33,1.0
34,1.0
35,1.0
36,0.889486489854
37,0.374921846872
38,0.513817214564
39,0.812509577057
40,0.559991560145
41,0.918666324939
42,0.749197361257
43,0.300478978776
44,1.0
45,0.842575992449
46,0.864161958763
47,0.947283558485
48,1.0
49,1.0
50,0.833448863341
51,1.0
52,0.44390797787
53,1.0
54,0.915512216554
55,1.0
56,0.235099243004
57,0.718901733287
58,0.672633903711
59,1.0
60,0.938823146652
61,0.805128503297
62,0.454392243392
63,1.0
64,0.902333482362
65,1.0
66,1.0
67,1.0
68,1.0
69,0.629758766285
70,0.49907238646
71,0.348284729529
72,0.522818961281
73,1.0
74,1.0
75,0.540467241991
76,0.67023558269
77,1.0
78,0.813458838046
79,0.840936810287
80,1.0
81,0.816976271021
82,0.491845099997
83,0.319420542401
84,1.0
85,1.0
86,0.299087542841
87,1.0
88,0.939549678157
89,1.0
90,0.583447064023
91,1.0
92,0.766284643219
93,1.0
94,1.0
95,0.764654286811
96,0.290350535736
97,0.778280023466
98,0.480951034398
99,0.83279471935
100,0.8626994931
101,0.922590085503
102,0.905014003244
103,1.0
104,0.223949239217
105,1.0
106,1.0
107,0.360039684794
108,1.0
109,1.0
110,0.885517269728
111,1.0
112,1.0
113,1.0
114,0.8062286237
115,0.383380558892
116,1.0
117,0.655088388118
118,0.744241946585
119,1.0
120,1.0
121,1.0
122,1.0
123,1.0
124,1.0
125,0.797254082726
126,1.0
127,1.0
128,0.882653550066
129,1.0
130,0.304013078916
131,1.0
132,1.0
133,1.0
134,1.0
135,1.0
136,1.0
137,0.502222598602
138,0.232030301114
